,claim,label
8723,Hunt on for 'patient zero' who spread coronavirus globally from Singapore.,0
8495,"Getting a coronavirus test in Wuhan: fast, cheap and easy.",0
11526,Breast Cancer Drug Breakthrough,2
8210,Samoa faces coronavirus threat after recovering from deadly measles outbreak.,0
22644,I lowered taxes over the last two years.,0
35712,"U.S. Postmaster General Louis DeJoy, a political ally to U.S. President Donald Trump, ordered Postal Service carriers to ""slow the mail down"" to help Trump win the 2020 presidential election.",3
35284,An Ohio man died from complications related to the COVID-19 coronavirus disease weeks after he downplayed the virus on social media. ,0
9516,CAR-T therapy makes early inroads in treating brain cancer,0
7310,West Virginia physician retires after 41 years.,0
8058,"Coronavirus could kill 81,000 in U.S., subside in June - Washington University analysis.",0
38144," Charles Krauthammer has penned a column under the headline, “The Enemy Among Us,” about President Obama’s use of a group called Organizing for  Action (OFA) to advance his political agenda after leaving the White House. ",1
17718,"Wendy Davis is ""fighting to bring ... Bloomberg-style gun control to Texas.",2
7936,"EU should scrap emissions trading scheme, Polish official says.",0
3624,Public urged to avoid wild animals after rabid skunk cases.,0
423,These Houston residents dream of moving to where the air is clear.,0
3181,First lady calls for end of e-cigarette marketing to youth.,0
22953,"Joe Barton Says you can buy four light bulbs for $1.99 at Walmart, while a single compact fluorescent lamp (CFL) costs ""$10 a pop.",1
1437,"Drug resistant superbugs are killing 33,000 in Europe each year.",0
7943,Healthcare group Novacyt wins British orders for coronavirus testing product.,0
2326,Poorer countries lack midwives to cut birth deaths: report.,0
27818,Video clip shows a middle-aged woman punching another woman in the mouth.,0
8296,"UK was too slow on coronavirus and 40,000 could die, professor says.",0
12821,"Inner-city students ""fall back and don’t succeed, whereas if there was a less intensive track, they would.",1
1079,"As measles returns, U.S. states look to cut vaccine exemptions.",0
30389,Rep. Debbie Dingell is introducing a bill that would lead to widespread gun confiscations.,1
3473,Nobel prize honors breakthroughs on lithium-ion batteries.,0
4867,"Amid tighter race, Clinton and Trump trade barbs over health.",0
4009,"2 measles cases from exposure at Portland, Oregon airport.",0
2620,Balkan drought highlights years of farm neglect.,0
2972,US drinking more now than just before Prohibition.,0
15316,Obama Makes Huge Move to BAN Social Security Recipients From Owning Guns,1
3355,Pakistan study blames HIV outbreak in kids on bad healthcare.,0
4012,Person with measles passed through Portland airport.,0
8518,Gaza resumes coronavirus testing amid shortages.,0
9389,Modified Pap tests can show early warning signs of other gynecological cancers,2
41701,The number of Britons drinking to harmful levels has fallen sharply.,0
30854,Law enforcement agencies recommend that people wash the handle on shopping carts before using them to avoid potential exposure to fentanyl.,1
41670,"There were 3,700 drug-related deaths in England and Wales last year.",0
26128,“Why did the state do that with COVID patients in nursing homes? It’s because the state followed President Trump’s CDC guidance.”,1
28314,The state of New York has passed a bill legalizing abortion up to birth.,2
37402,Bernie Sanders told Elizabeth Warren in 2018 that a woman could not win a presidential election.,3
13622,"The Obama administration gave Iran ""$400 million in ransom payment cash.",1
19371,"Obamacare will provide coverage for abortions, despite the president’s commitment that it would not.",0
40938,"Masks decrease oxygen intake, increase carbon dioxide intake, increase toxin intake, increase stress levels which directly impacts the immune system in a negative way making us more susceptible to illness.",1
10903,Costly New Prostate Cancer Drug Works In Mysterious Ways,0
28049,A couple sued Planned Parenthood for child support over a failed abortion.,0
27221,"If voters are turned away from polls on election day, they can ask for a provisional ballot.",0
10550,Study Points to New Prostate Drug,2
9426,"Antibiotics could dramatically reduce STIs, study says, raising tough new questions",2
35060,Patients should avoid taking ibuprofen to relieve pain and fever associated with COVID-19 infections.,3
10103,"Antibiotics speed up recovery from ear infections in young children, studies show",0
29115,A man caught in the explosion of one of the World Trade Center towers rode bits of the falling building down to safety.,2
11466,Study: Safe hormone therapy after hysterectomy,1
4461,"Jackson Laboratory grant to help understand addiction, genes.",0
12753,"Currently, half a million Floridians have Alzheimer’s disease, and in less than 10 years, a 40 percent growth rate means that another 200,000 Floridians will develop this devastating illness.",0
11367,Drug effective in smoking cessation studies,2
10862,"New Therapy Delivers Long-Term Relief for Chronic Back, Leg Pain, Study Finds",1
5932,Bolsonaro to send army to fight huge fires in the Amazon.,0
35329,Hallmark greeting cards are made in China. ,1
11150,Genetic tests detect new way to fight war on breast cancer,0
9622,Stem Cells May Safely Restore Motor Function In Patients Suffering From Disabilities After Stroke,2
16001,We’ve doubled the production of clean energy.,0
41205,"In 1983, US children got 10 vaccines and the autism rate was 1 in 10,000.",3
1353,"Bayer, Novartis clash with UK doctors over use of cheap eye drug.",0
16469,"Of the 98 top oxycodone-dispensing doctors who used to live in Florida, ""today, there are none.",0
644,Climate change endangers Scotland's archaeological treasures.,0
8886,Estrogen predicts breast cancer recurrence: study.,0
9688,School water coolers may help kids lose weight,0
5531,Coral die-off predicted as marine heat wave engulfs Hawaii.,0
8095,"Thailand bans entry to foreigners, prepares emergency measures against coronavirus.",0
16759,North Korea is telling its people that their men’s national team is in the World Cup final.,1
14917,"The Chinese are there"" in Syria.",1
32143,A Maryland doctor who participated in a secret surgery to remove a blood clot from Hillary Clinton's brain died suddenly under mysterious circumstances.,1
9066,Landmark study may impact standard stroke treatment guidelines,2
5044,California sues US over home health worker union dues.,0
33265,Caitlyn Jenner regrets transitioning to female and wishes to de-transition.,1
10900,Botox may prevent irregular heartbeat after bypass surgery,0
1714,Georgia takes step toward legalizing medical marijuana.,0
33560,A man using the screen name 'DreamWeaverGrey' is luring women to their deaths over the Internet.,1
30340,"The National Cancer Institute has ""admitted"" that ""cannabis kills cancer.",1
13808,"Tim Canova Says Debbie Wasserman Schultz ""has voted for huge subsidies for the sugar industry ... as well as for delays in cleanups.",0
12388,Cannibals arrested in Florida claim eating human flesh cures diabetes and depression,1
34081,Rapper T.I. said in an interview that he takes his daughter to the gynecologist yearly to ensure she's still a virgin.,0
9227,Electro-acupuncture for disrupted sleep in women with breast cancer,1
34577,A step-dad refused to pay for his daughter's wedding at the last minute because she allowed her biological father back into her life.,3
26596,“Bill Gates told us about the coronavirus in 2015.”,0
8402,Thai PM asks rich for help with coronavirus fall-out.,0
14889,"The New York Police Department used to have ""surveillance going on in and around mosques in New York City. ... Our mayor totally cut that out.",2
29142,A new Facebook feature enabling users to report problems by shaking their phones has caused some users to be inadvertently reported for abuse and suspended.,1
841,Crop invaders: China's small farmers struggle to defeat armyworm.,0
3803,Walker taking gas tax argument to voters at the pumps.,0
16025,"The Obama administration ""supported Muslim allies trying to establish a new international blasphemy standard.",1
21580,"Statistically, law-enforcement officers die 10 years earlier than the general population.",1
36301,The USWNT lost a game to a young teenage boys' team.,2
4228,Apollo 11 moon landing had thousands working behind scenes.,0
34671,"Jimmies, the sprinkles used on confections, are so named as a reference to Jim Crow.",3
17902,"Some ""20,000 Delphi salaried retirees lost up to 70 percent of their pensions"" as a result of ""political favoritism and backroom deals.",2
8625,Virus-hit Carnival cruise ship docks in Australia as country's death toll hits 40.,0
10125,"Studies: New type of osteoporosis drug cuts fracture risk in women, men in cancer treatment",0
1925,U.N. wants better life for world of 7 billion.,0
1308,Clamor for GSK shingles shot points to bigger profits.,0
22968,"Texas leads ""the country in drunk driving fatalities.",0
10482,Egg Freezing Puts The Biological Clock On Hold,2
29091,Al Gore's residence uses considerably more energy than the average American home.,2
9674,Ibuprofen patch heralds side effect free drug future,2
27076,"A video shows small, white worms inside some cherries.",0
35560,Dr. Anthony Fauci wrote in a 2005 paper published in Virology Journal that hydroxychloroquine was effective in treating SARS. ,1
